   h    k    l      d (Å)      F(real)      F(imag)          |F|         2θ          I    M
   4    8   11   0.872350   -10.058243    -0.000000      10.0582   -1.#IND0   -1.#IND0    4
   8    3    3   0.872133    11.043714    -0.000000      11.0437   -1.#IND0   -1.#IND0    4
   2   14  -13   0.871967    10.698527     0.000000      10.6985   -1.#IND0   -1.#IND0    4
   2   11  -15   0.871944    -1.485491    -0.000000      1.48549   -1.#IND0   -1.#IND0    4
   1    1   16   0.871902    -7.610789    -0.000000      7.61079   -1.#IND0   -1.#IND0    4
   5   13    6   0.871852   -11.966162     0.000000      11.9662   -1.#IND0   -1.#IND0    4
   4    6  -17   0.871840    -2.723393     0.000000      2.72339   -1.#IND0   -1.#IND0    4
   4   18   -6   0.871807    11.967307     0.000000      11.9673   -1.#IND0   -1.#IND0    4
   1    8  -16   0.871802    23.042792     0.000000      23.0428   -1.#IND0   -1.#IND0    4
   1    7   15   0.871743     2.765297    -0.000000       2.7653   -1.#IND0   -1.#IND0    4
   8    0  -14   0.871682    -4.071469    -0.000000      4.07147   -1.#IND0   -1.#IND0    2
   5   16    2   0.871515    10.842067    -0.000000      10.8421   -1.#IND0   -1.#IND0    4
   9    5   -4   0.871504     6.985969     0.000000      6.98597   -1.#IND0   -1.#IND0    4
   8    8  -11   0.871502    20.792351     0.000000      20.7924   -1.#IND0   -1.#IND0    4
   3   19    1   0.871479    -1.401225     0.000000      1.40123   -1.#IND0   -1.#IND0    4
   3   19   -5   0.871335    -8.190824     0.000000      8.19082   -1.#IND0   -1.#IND0    4
   7    5  -15   0.871325    -8.626522     0.000000      8.62652   -1.#IND0   -1.#IND0    4
   9    5   -8   0.871215     7.518845     0.000000      7.51884   -1.#IND0   -1.#IND0    4
   7    4    6   0.871083     6.980863    -0.000000      6.98086   -1.#IND0   -1.#IND0    4
   2    2   15   0.870955    -5.161595    -0.000000       5.1616   -1.#IND0   -1.#IND0    4
   5   14    5   0.870922   -31.547193     0.000000      31.5472   -1.#IND0   -1.#IND0    4
   8    5  -13   0.870884    -4.091353    -0.000000      4.09135   -1.#IND0   -1.#IND0    4
   3   14    9   0.870868   -12.004829     0.000000      12.0048   -1.#IND0   -1.#IND0    4
   5    6   10   0.870765    12.048613    -0.000000      12.0486   -1.#IND0   -1.#IND0    4
   7    9  -13   0.870662     0.386093     0.000000     0.386093   -1.#IND0   -1.#IND0    4
   8    1  -14   0.870638     5.398300     0.000000       5.3983   -1.#IND0   -1.#IND0    4
   3   14  -13   0.870340     8.650813    -0.000000      8.65081   -1.#IND0   -1.#IND0    4
   2    6  -17   0.870002   -11.689350     0.000000      11.6893   -1.#IND0   -1.#IND0    4
   3   16    7   0.869991     0.895210    -0.000000      0.89521   -1.#IND0   -1.#IND0    4
   2    9  -16   0.869910   -14.866529    -0.000000      14.8665   -1.#IND0   -1.#IND0    4
   0   18    8   0.869872    -3.131513     0.000000      3.13151   -1.#IND0   -1.#IND0    4
   9    3   -2   0.869814    -6.160532    -0.000000      6.16053   -1.#IND0   -1.#IND0    4
   8    9  -10   0.869789     4.390521     0.000000      4.39052   -1.#IND0   -1.#IND0    4
   5   17   -6   0.869712     9.988308    -0.000000      9.98831   -1.#IND0   -1.#IND0    4
   1   16  -11   0.869701    10.525466    -0.000000      10.5255   -1.#IND0   -1.#IND0    4
   3   16  -11   0.869561     3.448380    -0.000000      3.44838   -1.#IND0   -1.#IND0    4
   4   16    5   0.869502    12.169308     0.000000      12.1693   -1.#IND0   -1.#IND0    4
   0   13   13   0.869447     2.975476     0.000000      2.97548   -1.#IND0   -1.#IND0    4
   2   20   -1   0.869338    -2.831080    -0.000000      2.83108   -1.#IND0   -1.#IND0    4
   4    5   12   0.869323    -9.346644    -0.000000      9.34664   -1.#IND0   -1.#IND0    4
   6   10    6   0.869306     6.056916    -0.000000      6.05692   -1.#IND0   -1.#IND0    4
   9    3  -10   0.869240   -12.847528    -0.000000      12.8475   -1.#IND0   -1.#IND0    4
   7   13   -8   0.869215    -5.284367     0.000000      5.28437   -1.#IND0   -1.#IND0    4
   2   17  -10   0.869188     7.300859    -0.000000      7.30086   -1.#IND0   -1.#IND0    4
   2   20   -2   0.868811    14.547744    -0.000000      14.5477   -1.#IND0   -1.#IND0    4
   1    2   16   0.868781     9.060652     0.000000      9.06065   -1.#IND0   -1.#IND0    4
   1   15  -12   0.868586    -0.567460    -0.000000      0.56746   -1.#IND0   -1.#IND0    4
   3   18    4   0.868473    20.213578    -0.000000      20.2136   -1.#IND0   -1.#IND0    4
   4   18    1   0.868440    -6.987852    -0.000000      6.98785   -1.#IND0   -1.#IND0    4
   7   12  -10   0.868426    17.659504    -0.000000      17.6595   -1.#IND0   -1.#IND0    4
   7   11    2   0.868388    -0.332634     0.000000     0.332634   -1.#IND0   -1.#IND0    4
   6   10  -14   0.868352     3.504872    -0.000000      3.50487   -1.#IND0   -1.#IND0    4
   6   15    0   0.868324     2.819429    -0.000000      2.81943   -1.#IND0   -1.#IND0    4
   6    6    8   0.868238    17.429141    -0.000000      17.4291   -1.#IND0   -1.#IND0    4
   7   10    3   0.868222    12.884998     0.000000       12.885   -1.#IND0   -1.#IND0    4
   3   18   -8   0.868187    -2.972271     0.000000      2.97227   -1.#IND0   -1.#IND0    4
   8    6    2   0.868106    17.116884    -0.000000      17.1169   -1.#IND0   -1.#IND0    4
   8    7  -12   0.868059    -1.811191    -0.000000      1.81119   -1.#IND0   -1.#IND0    4
   7    7    5   0.868013     1.702975     0.000000      1.70297   -1.#IND0   -1.#IND0    4
   6   15   -8   0.867943    -0.239746     0.000000     0.239746   -1.#IND0   -1.#IND0    4
   6   14    2   0.867797    14.708477    -0.000000      14.7085   -1.#IND0   -1.#IND0    4
   4    9  -16   0.867666    -2.409752    -0.000000      2.40975   -1.#IND0   -1.#IND0    4
   5   12    7   0.867626    15.605828    -0.000000      15.6058   -1.#IND0   -1.#IND0    4
   8    2  -14   0.867531     2.157663     0.000000      2.15766   -1.#IND0   -1.#IND0    4
   5   10  -15   0.867358    -7.514365     0.000000      7.51437   -1.#IND0   -1.#IND0    4
   5    8  -16   0.867302    13.772261     0.000000      13.7723   -1.#IND0   -1.#IND0    4
   5    5  -17   0.867288     1.185827     0.000000      1.18583   -1.#IND0   -1.#IND0    4
   1   20   -4   0.867271    15.613296    -0.000000      15.6133   -1.#IND0   -1.#IND0    4
   6   14  -10   0.867228     3.234282     0.000000      3.23428   -1.#IND0   -1.#IND0    4
   6    6  -16   0.867098    15.498484    -0.000000      15.4985   -1.#IND0   -1.#IND0    4
   4   12    9   0.867087     8.800181     0.000000      8.80018   -1.#IND0   -1.#IND0    4
   3    0   14   0.867040    -9.975082     0.000000      9.97508   -1.#IND0   -1.#IND0    2
   8   10   -2   0.866978     8.493972    -0.000000      8.49397   -1.#IND0   -1.#IND0    4
   2   20    0   0.866808     9.345681    -0.000000      9.34568   -1.#IND0   -1.#IND0    4
   2   19    4   0.866389     0.121376     0.000000     0.121376   -1.#IND0   -1.#IND0    4
   3    0  -18   0.866283    -3.175733    -0.000000      3.17573   -1.#IND0   -1.#IND0    2
   6    1    9   0.866224     0.280752    -0.000000     0.280752   -1.#IND0   -1.#IND0    4
   9    6   -6   0.866104     4.047191     0.000000      4.04719   -1.#IND0   -1.#IND0    4
   7   13   -1   0.866043    -3.691990    -0.000000      3.69199   -1.#IND0   -1.#IND0    4
   3    1   14   0.866013    -0.718387     0.000000     0.718387   -1.#IND0   -1.#IND0    4
   2   18    6   0.865912    20.440916    -0.000000      20.4409   -1.#IND0   -1.#IND0    4
   2    3   15   0.865789   -13.959219     0.000000      13.9592   -1.#IND0   -1.#IND0    4
   1   17  -10   0.865697     5.086279    -0.000000      5.08628   -1.#IND0   -1.#IND0    4
   4   11  -15   0.865631    -4.953680    -0.000000      4.95368   -1.#IND0   -1.#IND0    4
   2   10   13   0.865531     6.483513    -0.000000      6.48351   -1.#IND0   -1.#IND0    4
   5   16   -9   0.865469     1.066612    -0.000000      1.06661   -1.#IND0   -1.#IND0    4
   1   10   14   0.865423    12.087096    -0.000000      12.0871   -1.#IND0   -1.#IND0    4
   3    1  -18   0.865259     2.911007    -0.000000      2.91101   -1.#IND0   -1.#IND0    4
   2   20   -3   0.865243    -1.211380    -0.000000      1.21138   -1.#IND0   -1.#IND0    4
   6    1  -17   0.864999    10.725522     0.000000      10.7255   -1.#IND0   -1.#IND0    4
   8    4    3   0.864896    -0.510832    -0.000000     0.510832   -1.#IND0   -1.#IND0    4
   5   15    4   0.864887     1.272479     0.000000      1.27248   -1.#IND0   -1.#IND0    4
   0   20    4   0.864769     4.957444    -0.000000      4.95744   -1.#IND0   -1.#IND0    4
   5    1   11   0.864671   -15.451112     0.000000      15.4511   -1.#IND0   -1.#IND0    4
   9    6   -5   0.864661    -1.783661    -0.000000      1.78366   -1.#IND0   -1.#IND0    4
   9    6   -7   0.864520   -12.684212    -0.000000      12.6842   -1.#IND0   -1.#IND0    4
   9    1   -1   0.864410   -26.116522     0.000000      26.1165   -1.#IND0   -1.#IND0    4
   7    0  -16   0.863984   -33.327100    -0.000000      33.3271   -1.#IND0   -1.#IND0    2
   9    5   -3   0.863945     5.179874    -0.000000      5.17987   -1.#IND0   -1.#IND0    4
   5   17    0   0.863864    -8.393862    -0.000000      8.39386   -1.#IND0   -1.#IND0    4
   3    7   13   0.863828     5.923783    -0.000000      5.92378   -1.#IND0   -1.#IND0    4
   1   20    3   0.863792     4.527355    -0.000000      4.52736   -1.#IND0   -1.#IND0    4
   9    1  -11   0.863707    25.333244     0.000000      25.3332   -1.#IND0   -1.#IND0    4
   1    5  -17   0.863680    -4.453160     0.000000      4.45316   -1.#IND0   -1.#IND0    4
   4    0  -18   0.863653   -14.633374    -0.000000      14.6334   -1.#IND0   -1.#IND0    2
   1    3   16   0.863652    -3.566330     0.000000      3.56633   -1.#IND0   -1.#IND0    4
   3   13   10   0.863643    -6.049007     0.000000      6.04901   -1.#IND0   -1.#IND0    4
   4   17   -9   0.863545     5.146071    -0.000000      5.14607   -1.#IND0   -1.#IND0    4
   9    5   -9   0.863524    -3.707562     0.000000      3.70756   -1.#IND0   -1.#IND0    4
   5    9    9   0.863511     4.967329    -0.000000      4.96733   -1.#IND0   -1.#IND0    4
   7   12    1   0.863471    -8.378000     0.000000        8.378   -1.#IND0   -1.#IND0    4
   1   12   13   0.863312    -6.787504     0.000000       6.7875   -1.#IND0   -1.#IND0    4
   1   19   -7   0.863237    -1.350521     0.000000      1.35052   -1.#IND0   -1.#IND0    4
   6    2    9   0.863164    -4.926406    -0.000000      4.92641   -1.#IND0   -1.#IND0    4
   3    7  -17   0.863126     0.190359    -0.000000     0.190359   -1.#IND0   -1.#IND0    4
   3   13  -14   0.863082    -0.726279     0.000000     0.726279   -1.#IND0   -1.#IND0    4
   8   10   -9   0.863011    -9.969468     0.000000      9.96947   -1.#IND0   -1.#IND0    4
   7    9    4   0.862981     7.790194     0.000000      7.79019   -1.#IND0   -1.#IND0    4
   7    1  -16   0.862968     8.271001    -0.000000        8.271   -1.#IND0   -1.#IND0    4
   3    2   14   0.862955     0.393527     0.000000     0.393527   -1.#IND0   -1.#IND0    4
   2   13  -14   0.862669     8.817609     0.000000      8.81761   -1.#IND0   -1.#IND0    4
   4    1  -18   0.862638    -0.609545     0.000000     0.609545   -1.#IND0   -1.#IND0    4
   9    4   -2   0.862634    14.139645    -0.000000      14.1396   -1.#IND0   -1.#IND0    4
   8    3  -14   0.862424    10.405025     0.000000       10.405   -1.#IND0   -1.#IND0    4
   2   12   12   0.862410    18.455993    -0.000000       18.456   -1.#IND0   -1.#IND0    4
   1   14  -13   0.862410    -1.697785    -0.000000      1.69778   -1.#IND0   -1.#IND0    4
   3    2  -18   0.862208    17.156936     0.000000      17.1569   -1.#IND0   -1.#IND0    4
   9    4  -10   0.862075    14.085844     0.000000      14.0858   -1.#IND0   -1.#IND0    4
   8   11   -5   0.861979     2.864374    -0.000000      2.86437   -1.#IND0   -1.#IND0    4
   6    2  -17   0.861951     9.901152     0.000000      9.90115   -1.#IND0   -1.#IND0    4
   3   17    6   0.861935     1.370034    -0.000000      1.37003   -1.#IND0   -1.#IND0    4
   7    5    6   0.861844    -2.486440    -0.000000      2.48644   -1.#IND0   -1.#IND0    4
   5   14  -12   0.861649    -1.058496    -0.000000       1.0585   -1.#IND0   -1.#IND0    4
   5    2   11   0.861626    -8.691754    -0.000000      8.69175   -1.#IND0   -1.#IND0    4
   3   17  -10   0.861563    -0.480924    -0.000000     0.480924   -1.#IND0   -1.#IND0    4
   5   13  -13   0.861474     4.519115     0.000000      4.51911   -1.#IND0   -1.#IND0    4
   8   11   -6   0.861419    -0.546000     0.000000        0.546   -1.#IND0   -1.#IND0    4
   9    2   -1   0.861369    -1.834101     0.000000       1.8341   -1.#IND0   -1.#IND0    4
   2   20    1   0.861299     5.972988     0.000000      5.97299   -1.#IND0   -1.#IND0    4
   7    8  -14   0.861233     9.941318     0.000000      9.94132   -1.#IND0   -1.#IND0    4
   3   19    2   0.860878     0.228922    -0.000000     0.228922   -1.#IND0   -1.#IND0    4
   2   19   -7   0.860703     5.458455     0.000000      5.45846   -1.#IND0   -1.#IND0    4
   3   19   -6   0.860693    -3.936147    -0.000000      3.93615   -1.#IND0   -1.#IND0    4
   6   16   -4   0.860674     8.667751    -0.000000      8.66775   -1.#IND0   -1.#IND0    4
   9    2  -11   0.860673     1.194830     0.000000      1.19483   -1.#IND0   -1.#IND0    4
   0    7   16   0.860493     1.406382     0.000000      1.40638   -1.#IND0   -1.#IND0    4
   8    9    0   0.860337    -8.314738     0.000000      8.31474   -1.#IND0   -1.#IND0    4
   9    6   -4   0.860236    12.638617    -0.000000      12.6386   -1.#IND0   -1.#IND0    4
   4   18   -7   0.860147    -7.980600     0.000000       7.9806   -1.#IND0   -1.#IND0    4
   8    8    1   0.860130     2.754347    -0.000000      2.75435   -1.#IND0   -1.#IND0    4
   5   17   -7   0.860102     9.228894    -0.000000      9.22889   -1.#IND0   -1.#IND0    4
   7    6  -15   0.860064    -0.560118    -0.000000     0.560118   -1.#IND0   -1.#IND0    4
   9    6   -8   0.859958    13.790121     0.000000      13.7901   -1.#IND0   -1.#IND0    4
   7    2  -16   0.859941   -12.334713    -0.000000      12.3347   -1.#IND0   -1.#IND0    4
   0    1   17   0.859647    -3.383865     0.000000      3.38386   -1.#IND0   -1.#IND0    4
   8    6  -13   0.859640   -15.352655    -0.000000      15.3527   -1.#IND0   -1.#IND0    4
   4    2  -18   0.859615    13.875912     0.000000      13.8759   -1.#IND0   -1.#IND0    4
   8   11   -4   0.859558     8.502169    -0.000000      8.50217   -1.#IND0   -1.#IND0    4
   1   16   10   0.859302    14.913725     0.000000      14.9137   -1.#IND0   -1.#IND0    4
   6   16   -3   0.859235     1.521765     0.000000      1.52176   -1.#IND0   -1.#IND0    4
   6   16   -5   0.859143     1.332495    -0.000000      1.33249   -1.#IND0   -1.#IND0    4
   2   20   -4   0.858745     0.465567    -0.000000     0.465567   -1.#IND0   -1.#IND0    4
   2    4   15   0.858707     2.179042    -0.000000      2.17904   -1.#IND0   -1.#IND0    4
   4    7  -17   0.858554     2.288274     0.000000      2.28827   -1.#IND0   -1.#IND0    4
   7   14   -5   0.858476     8.107651    -0.000000      8.10765   -1.#IND0   -1.#IND0    4
   5   11    8   0.858466    10.407668    -0.000000      10.4077   -1.#IND0   -1.#IND0    4
   1   11  -15   0.858436     2.515017     0.000000      2.51502   -1.#IND0   -1.#IND0    4
   2   18   -9   0.858198    -8.626552     0.000000      8.62655   -1.#IND0   -1.#IND0    4
   4    6   12   0.858138    13.481797    -0.000000      13.4818   -1.#IND0   -1.#IND0    4
   6    3    9   0.858134     2.968201     0.000000       2.9682   -1.#IND0   -1.#IND0    4
   7   14   -4   0.858037    10.493834    -0.000000      10.4938   -1.#IND0   -1.#IND0    4
   3    3   14   0.857928     2.983136    -0.000000      2.98314   -1.#IND0   -1.#IND0    4
   2    0  -18   0.857921    14.762833     0.000000      14.7628   -1.#IND0   -1.#IND0    2
   8   11   -7   0.857895    -3.461889     0.000000      3.46189   -1.#IND0   -1.#IND0    4
   4   15  -12   0.857854   -11.610770     0.000000      11.6108   -1.#IND0   -1.#IND0    4
   4   14  -13   0.857715    -1.620607     0.000000      1.62061   -1.#IND0   -1.#IND0    4
   7   13   -9   0.857635    -7.345142    -0.000000      7.34514   -1.#IND0   -1.#IND0    4
   2    8   14   0.857565     9.609707    -0.000000      9.60971   -1.#IND0   -1.#IND0    4
   5    7   10   0.857528    -6.147184    -0.000000      6.14718   -1.#IND0   -1.#IND0    4
   4   17    4   0.857497     9.107905     0.000000      9.10791   -1.#IND0   -1.#IND0    4
   1   15   11   0.857259    -0.715930     0.000000      0.71593   -1.#IND0   -1.#IND0    4
   3    3  -18   0.857195     2.446183    -0.000000      2.44618   -1.#IND0   -1.#IND0    4
   6    9    7   0.857091     8.630657    -0.000000      8.63066   -1.#IND0   -1.#IND0    4
   6    3  -17   0.856942     8.411746     0.000000      8.41175   -1.#IND0   -1.#IND0    4
   2    1  -18   0.856927     0.458974    -0.000000     0.458974   -1.#IND0   -1.#IND0    4
   1   19    6   0.856898    -2.300646    -0.000000      2.30065   -1.#IND0   -1.#IND0    4
   5   15  -11   0.856857    14.615440    -0.000000      14.6154   -1.#IND0   -1.#IND0    4
   2    7  -17   0.856799    13.895978     0.000000       13.896   -1.#IND0   -1.#IND0    4
   1   18   -9   0.856782    -5.804053     0.000000      5.80405   -1.#IND0   -1.#IND0    4
   0    2   17   0.856655     2.776387    -0.000000      2.77639   -1.#IND0   -1.#IND0    4
